Evaluation for random Summary
File Name,ROUGE,Precision,Recall,F-measure
040.txt,rouge-2,0.16666666666666666,0.08385093167701864,0.11157024348029523
040.txt,rouge-l,0.36752136752136755,0.225130890052356,0.279220774509403
041.txt,rouge-1,0.59375,0.18446601941747573,0.2814814778644719
041.txt,rouge-2,0.41935483870967744,0.12745098039215685,0.1954887182294081
041.txt,rouge-l,0.5333333333333333,0.24242424242424243,0.33333332903645835
042.txt,rouge-1,1.0,0.5535714285714286,0.7126436735737879
042.txt,rouge-2,0.9672131147540983,0.5315315315315315,0.6860465070504328
042.txt,rouge-l,1.0,0.6447368421052632,0.78399999523328
043.txt,rouge-1,0.6164383561643836,0.2112676056338028,0.31468531088341734
043.txt,rouge-2,0.4027777777777778,0.13679245283018868,0.2042253483277128
043.txt,rouge-l,0.5689655172413793,0.23404255319148937,0.33165828732708774
044.txt,rouge-1,0.5166666666666667,0.2605042016806723,0.3463687106270092
044.txt,rouge-2,0.3389830508474576,0.1694915254237288,0.22598869612052735
044.txt,rouge-l,0.42,0.2727272727272727,0.33070865664331334
045.txt,rouge-1,0.30303030303030304,0.14084507042253522,0.19230768797522202
045.txt,rouge-2,0.06153846153846154,0.028368794326241134,0.03883494713686541
045.txt,rouge-l,0.2459016393442623,0.15306122448979592,0.1886792405537757
046.txt,rouge-1,0.8,0.42857142857142855,0.5581395303407247
046.txt,rouge-2,0.6818181818181818,0.3614457831325301,0.4724409403534008
046.txt,rouge-l,0.7857142857142857,0.4647887323943662,0.5840707917894903
047.txt,rouge-1,0.7068965517241379,0.3106060606060606,0.4315789431268699
047.txt,rouge-2,0.5789473684210527,0.25190839694656486,0.35106382556190585
047.txt,rouge-l,0.717391304347826,0.3548387096774194,0.4748201394565499
048.txt,rouge-1,0.6436781609195402,0.34782608695652173,0.45161289867098076
048.txt,rouge-2,0.43023255813953487,0.23125,0.30081300358252366
048.txt,rouge-l,0.5538461538461539,0.3364485981308411,0.4186046464609248
049.txt,rouge-1,0.4948453608247423,0.22018348623853212,0.30476190049967256
049.txt,rouge-2,0.23958333333333334,0.10599078341013825,0.14696485197725825
049.txt,rouge-l,0.41975308641975306,0.2251655629139073,0.2931034437310494
050.txt,rouge-1,0.5652173913043478,0.3170731707317073,0.4062499953955078
050.txt,rouge-2,0.4264705882352941,0.23770491803278687,0.305263153298615
